PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.9236288688835651,-4.728600794978386,-0.2211855866057244,-7.28545278251784,-1.6747725263895277,0.760556270452809,-0.4651248427233059,0.6475428176091339,0.591357485340673,0.03612783498813029
8.668512819591832,-7.0818121005011525,-4.1772390968317605,-1.330115860187992,0.9361695569910868,-5.404352750606627,0.6144286989223581,2.4714765336034037,0.5671807936607225,-2.6665598814406737
2.184690258776931,10.655873119321623,-4.6774031886147736,0.6581833543539143,2.35636393967092,4.557753871718346,17.191164470664596,6.1736199075421645,0.8173531778945333,-0.03841992037279596
-7.279640319330619,-3.171291652200809,3.791514382606531,-0.7338478162922388,6.651282067656102,2.6721952731803875,2.0068641555694264,-3.1308498275151955,-0.9373404439787791,-4.185149112694413
-5.069473313227721,4.236143799280346,-5.356142648170338,0.6004186921676729,-1.5268871515711389,-0.8152018184798471,-0.5314142433734754,-3.8127840109619244,-0.9879891823118849,1.5905653466456384
1.7592854669030167,-2.63585889212783,-0.4232373966795043,3.063537324794411,0.20721204764343598,5.66172864774626,-2.4171526804198136,0.6564733371627032,-1.0144993870442904,-0.9357939097045422
-6.437913494178336,0.9493320017348051,3.2499336510704517,0.5358264341927076,0.3125148614759249,-5.567988168782405,0.6787104818584552,0.18559382823604198,-1.2115027411279289,2.4872364143818095
1.6900667372022316,-6.027822535894631,-0.2035519205658333,-10.451029156290991,-4.961936201375641,5.849500807198325,-1.0566926850832767,-2.511659408147696,-2.913771425363951,-0.07539738913249702
-7.618669840821648,0.8272776348578513,1.2238714233134689,0.9674591045822857,3.0382552866208137,-5.460656567340424,1.9267046606531177,-0.07896872854163933,-0.17643523232917596,2.575555150797395
-3.5737176657812886,-3.5571736440189343,-5.022371521394373,3.646375312352908,-0.011762745457745716,4.238103162617537,2.1077150395624407,-1.7733179636696876,4.051249551600617,4.926217564742471
-2.8758271349338624,-3.257341739062223,4.81768976482856,-5.817019587851664,-2.876275150627286,-3.826314476079751,-1.5314990675077944,3.9498843064147318,-1.5911683244117982,0.11044505768099475
-4.6742284007368475,-2.927073096838308,0.08607669222635947,2.9279189771024368,7.398163837338054,0.10299069141084373,3.3859650495159066,-2.2371585823293656,3.3535669921907947,3.661205316919796
4.532401773125039,8.184793321992347,14.380789379656106,-11.881458337133084,-3.419549800230451,0.9207645922034732,-0.6321674905225462,8.53094732608663,11.930463196664,4.100601879753272
